id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,target_bad
8575554,9441738,14050.0,14050.0,14050.0, 36 months,8.9,446.14,A,A5,REDACTED,3 years,MORTGAGE,120000.0,Verified,Dec-2011,Fully Paid,n,,,major_purchase,Loan Application,11xxx,NY,2.21,0.0,May-2006,2.0,,,9.0,0.0,2217.0,18.8,13.0,f,0.0,0.0,15808.02,15808.02,14050.0,1758.02,0.0,0.0,0.0,Dec-2013,5569.67,,Dec-2013,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
2669431,5620512,6000.0,6000.0,6000.0, 36 months,13.49,203.59,C,C1,REDACTED,10+ years,OWN,62691.0,Not Verified,Dec-2011,Fully Paid,n,,,major_purchase,Loan Application,35xxx,AL,3.16,0.0,Feb-1994,0.0,43.0,,5.0,0.0,6704.0,94.4,19.0,f,0.0,0.0,7325.89257971,7325.89,6000.0,1325.89,0.0,0.0,0.0,Jan-2015,213.5,,Jan-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
3419118,1956311,16100.0,16100.0,16075.0, 60 months,11.71,355.79,B,B3,REDACTED,< 1 year,MORTGAGE,36000.0,Verified,Dec-2011,Current,n,,,debt_consolidation,Loan Application,19xxx,PA,27.8,0.0,Jul-1998,0.0,,,10.0,0.0,13481.0,46.0,33.0,f,4014.17,4007.9,17071.16,17044.71,12085.83,4985.33,0.0,0.0,0.0,Dec-2015,355.79,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,
1722964,2138992,35000.0,23250.0,23225.0, 60 months,20.3,619.88,E,E5,REDACTED,3 years,OWN,85000.0,Verified,Dec-2011,Charged Off,n,,,debt_consolidation,Loan Application,32xxx,FL,16.39,0.0,Dec-1984,2.0,82.0,,10.0,0.0,18515.0,76.5,40.0,f,0.0,0.0,3093.5,3090.2,1169.59,1923.91,0.0,0.0,0.0,May-2012,619.88,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,1.0
3815380,3118240,10525.0,10525.0,10525.0, 36 months,7.9,329.33,A,A4,REDACTED,4 years,RENT,49668.0,Source Verified,Dec-2011,Fully Paid,n,,,debt_consolidation,Loan Application,90xxx,CA,7.27,0.0,Oct-2002,0.0,,,4.0,0.0,10881.0,68.9,9.0,f,0.0,0.0,11649.33,11649.33,10525.0,1124.33,0.0,0.0,0.0,Jan-2014,1756.16,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
6192990,3485084,7200.0,7200.0,7200.0, 36 months,15.96,252.99,C,C5,REDACTED,2 years,RENT,30000.0,Source Verified,Dec-2011,Fully Paid,n,,,debt_consolidation,Loan Application,08xxx,NJ,5.2,0.0,Oct-1999,1.0,,,2.0,0.0,1884.0,94.2,7.0,f,0.0,0.0,9103.26706445,9103.27,7200.0,1903.27,0.0,0.0,0.0,Dec-2014,265.0,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
3151206,4128954,18500.0,15775.0,15775.0, 60 months,10.65,340.24,B,B2,REDACTED,10+ years,OWN,40000.0,Verified,Dec-2011,Fully Paid,n,,,debt_consolidation,Loan Application,96xxx,HI,26.34,0.0,Jun-1996,0.0,,,8.0,0.0,8.0,0.1,27.0,f,0.0,0.0,18877.3928432,18877.39,15775.0,3102.39,0.0,0.0,0.0,Apr-2014,7374.76,,Apr-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
2953636,4796155,12000.0,12000.0,12000.0, 36 months,13.49,407.17,C,C1,REDACTED,10+ years,MORTGAGE,40000.0,Verified,Dec-2011,Fully Paid,n,,,debt_consolidation,Loan Application,72xxx,AR,16.2,0.0,Sep-1996,2.0,72.0,,15.0,0.0,14582.0,74.4,27.0,f,0.0,0.0,13682.96,13682.96,12000.0,1682.96,0.0,0.0,0.0,Mar-2013,7995.07,,Apr-2013,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
6693015,4984737,12000.0,12000.0,12000.0, 36 months,11.71,396.92,B,B3,REDACTED,5 years,MORTGAGE,100000.0,Not Verified,Dec-2011,Fully Paid,n,,,credit_card,Loan Application,60xxx,IL,6.58,0.0,Oct-2004,0.0,,,10.0,0.0,17590.0,79.6,11.0,f,0.0,0.0,14284.3600144,14284.36,12000.0,2284.36,0.0,0.0,0.0,Dec-2014,414.0,,Dec-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
1846459,9171052,3000.0,3000.0,3000.0, 36 months,11.71,99.23,B,B3,REDACTED,2 years,RENT,56312.0,Not Verified,Dec-2011,Fully Paid,n,,,other,Loan Application,22xxx,VA,16.03,0.0,Mar-2002,2.0,,,6.0,0.0,10014.0,83.4,13.0,f,0.0,0.0,3571.61292618,3571.61,3000.0,571.61,0.0,0.0,0.0,Dec-2014,101.42,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
7814859,4498791,9500.0,9500.0,9500.0, 36 months,16.29,335.36,D,D1,REDACTED,10+ years,RENT,54011.0,Source Verified,Dec-2011,Fully Paid,n,,,debt_consolidation,Loan Application,92xxx,CA,18.51,0.0,Dec-1999,1.0,,,9.0,0.0,18757.0,79.5,40.0,f,0.0,0.0,10658.63,10658.63,9500.0,1158.63,0.0,0.0,0.0,Oct-2012,7643.38,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
9624054,6434388,19775.0,19775.0,19775.0, 36 months,12.42,660.79,B,B4,REDACTED,2 years,RENT,49110.32,Verified,Dec-2011,Fully Paid,n,,,debt_consolidation,Loan Application,91xxx,CA,17.57,0.0,Oct-1998,2.0,,,10.0,0.0,19672.0,61.1,15.0,f,0.0,0.0,22690.68,22690.68,19775.0,2915.68,0.0,0.0,0.0,Jun-2013,11478.49,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
3042027,9547968,12000.0,12000.0,11975.0, 60 months,14.65,283.28,C,C3,REDACTED,< 1 year,RENT,75000.0,Verified,Dec-2011,Charged Off,n,,,credit_card,Loan Application,96xxx,HI,16.13,0.0,Nov-2000,3.0,,,14.0,0.0,16664.0,89.4,28.0,f,0.0,0.0,7694.4,7678.37,3606.06,2908.0,0.0,1180.34,11.803400004,Nov-2013,283.28,,Apr-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,1.0
9800504,1872182,28000.0,28000.0,26968.3134592, 60 months,14.27,655.44,C,C2,REDACTED,7 years,MORTGAGE,95000.0,Verified,Dec-2011,Fully Paid,n,,,debt_consolidation,Loan Application,98xxx,WA,9.46,0.0,May-2000,1.0,,,9.0,0.0,17936.0,68.1,29.0,f,0.0,0.0,35909.9252449,33960.75,28000.0,7909.93,0.0,0.0,0.0,Jun-2014,17578.41,,Oct-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
1583417,9883855,30000.0,30000.0,30000.0, 36 months,12.42,1002.46,B,B4,REDACTED,2 years,RENT,80000.0,Verified,Dec-2011,Fully Paid,n,,,debt_consolidation,Loan Application,53xxx,WI,22.23,0.0,May-2000,0.0,,,8.0,0.0,22177.0,94.0,33.0,f,0.0,0.0,36085.4953725,36085.5,30000.0,6085.5,0.0,0.0,0.0,Dec-2014,1013.44,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
3501392,3429507,16000.0,16000.0,16000.0, 36 months,10.65,521.18,B,B2,REDACTED,9 years,MORTGAGE,55000.0,Verified,Dec-2011,Fully Paid,n,,,debt_consolidation,Loan Application,92xxx,CA,13.33,0.0,Mar-2002,2.0,,,8.0,0.0,8705.0,89.7,19.0,f,0.0,0.0,18756.9151989,18756.92,16000.0,2756.92,0.0,0.0,0.0,Dec-2014,543.7,,Dec-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
1563893,8765749,14500.0,14500.0,14500.0, 36 months,14.65,500.17,C,C3,REDACTED,8 years,RENT,90000.0,Verified,Dec-2011,Fully Paid,n,,,credit_card,Loan Application,20xxx,MD,5.24,0.0,Oct-2001,1.0,42.0,,17.0,0.0,15077.0,46.7,28.0,f,0.0,0.0,18004.1465181,18004.15,14500.0,3504.15,0.0,0.0,0.0,Dec-2014,505.48,,Dec-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
1762694,8696939,11700.0,11700.0,11675.0, 60 months,14.65,276.2,C,C3,REDACTED,3 years,RENT,68500.0,Verified,Dec-2011,Fully Paid,n,,,credit_card,Loan Application,20xxx,VA,18.17,0.0,Aug-2005,1.0,,,12.0,0.0,7203.0,39.8,21.0,f,0.0,0.0,14114.88,14084.72,11700.0,2414.88,0.0,0.0,0.0,Jul-2013,9146.84,,May-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
3569204,4510296,4150.0,4150.0,4150.0, 36 months,10.65,135.18,B,B2,REDACTED,4 years,RENT,100000.0,Not Verified,Dec-2011,Fully Paid,n,,,debt_consolidation,Loan Application,94xxx,CA,1.99,0.0,Feb-1998,0.0,30.0,,7.0,0.0,4255.0,25.0,8.0,f,0.0,0.0,4832.41369132,4832.41,4150.0,682.41,0.0,0.0,0.0,May-2014,1054.39,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
2204452,4433060,15000.0,15000.0,14975.0, 60 months,11.71,331.48,B,B3,REDACTED,10+ years,MORTGAGE,72000.0,Verified,Dec-2011,Current,n,,,debt_consolidation,Loan Application,35xxx,AL,26.48,0.0,Feb-1999,0.0,,,8.0,0.0,10982.0,67.8,15.0,f,3749.98,3743.72,15888.94,15862.49,11250.02,4638.92,0.0,0.0,0.0,Dec-2015,331.48,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,
4156630,9924964,24000.0,24000.0,24000.0, 36 months,16.77,852.93,D,D2,REDACTED,6 years,RENT,70000.0,Verified,Dec-2011,Fully Paid,n,,,credit_card,Loan Application,91xxx,CA,12.57,0.0,Nov-2004,0.0,,,10.0,0.0,9043.0,91.2,13.0,f,0.0,0.0,30690.7430526,30690.74,24000.0,6690.74,0.0,0.0,0.0,Dec-2014,889.54,,Apr-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
9872875,5862895,21250.0,21250.0,21250.0, 36 months,12.42,710.08,B,B4,REDACTED,5 years,RENT,37000.0,Verified,Dec-2011,Charged Off,n,,,other,Loan Application,08xxx,NJ,14.27,0.0,May-2000,1.0,68.0,,8.0,0.0,14899.0,69.3,21.0,f,0.0,0.0,8880.05,8880.05,6569.76,2266.76,0.0,43.53,0.0,Dec-2012,710.08,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,1.0
4471298,6741281,10000.0,10000.0,10000.0, 36 months,14.27,343.09,C,C2,REDACTED,10+ years,OWN,75000.0,Source Verified,Dec-2011,Fully Paid,n,,,debt_consolidation,Loan Application,71xxx,AR,13.46,0.0,Nov-1995,1.0,,,9.0,0.0,19535.0,71.3,18.0,f,0.0,0.0,12347.2234825,12347.22,10000.0,2347.22,0.0,0.0,0.0,Dec-2014,355.71,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
8161504,3701533,25000.0,25000.0,24975.0, 60 months,18.25,638.25,D,D5,REDACTED,< 1 year,MORTGAGE,75000.0,Verified,Dec-2011,Fully Paid,n,,,debt_consolidation,Loan Application,95xxx,CA,10.58,0.0,Aug-1997,0.0,,,13.0,0.0,14608.0,72.0,29.0,f,0.0,0.0,32063.87,32031.88,25000.0,7063.87,0.0,0.0,0.0,Oct-2013,19322.18,,Jan-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
7692536,5798148,4000.0,4000.0,4000.0, 36 months,15.96,140.55,C,C5,REDACTED,6 years,RENT,39000.0,Source Verified,Dec-2011,Fully Paid,n,,,debt_consolidation,Loan Application,89xxx,NV,21.91,0.0,Feb-2006,2.0,,,6.0,0.0,8038.0,93.5,15.0,f,0.0,0.0,4926.28933967,4926.29,4000.0,926.29,0.0,0.0,0.0,Mar-2014,919.43,,Dec-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
5363825,5004702,15000.0,15000.0,15000.0, 36 months,11.71,496.14,B,B3,REDACTED,< 1 year,RENT,60000.0,Not Verified,Dec-2011,Fully Paid,n,,,debt_consolidation,Loan Application,11xxx,NY,8.86,0.0,Aug-2002,0.0,,,11.0,0.0,14615.0,70.8,15.0,f,0.0,0.0,17601.6632206,17601.66,15000.0,2601.66,0.0,0.0,0.0,Feb-2014,5213.76,,Dec-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
3164608,6531400,20000.0,20000.0,19975.0, 60 months,13.49,460.1,C,C1,REDACTED,3 years,RENT,68000.0,Verified,Dec-2011,Fully Paid,n,,,credit_card,Loan Application,33xxx,FL,9.09,0.0,Jun-1999,0.0,,,7.0,0.0,19736.0,79.3,19.0,f,0.0,0.0,27154.14,27120.2,20000.0,7154.14,0.0,0.0,0.0,Nov-2015,3249.54,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
1858726,6811143,15000.0,15000.0,14975.0, 60 months,17.58,377.49,D,D4,REDACTED,3 years,MORTGAGE,110000.0,Verified,Dec-2011,Fully Paid,n,,,home_improvement,Loan Application,84xxx,UT,12.36,0.0,Jan-2005,1.0,,,5.0,0.0,7717.0,81.2,10.0,f,0.0,0.0,17833.36,17803.67,15000.0,2833.36,0.0,0.0,0.0,Feb-2013,12967.45,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
2035317,4337807,3600.0,3600.0,3600.0, 36 months,15.96,126.5,C,C5,REDACTED,3 years,RENT,40000.0,Source Verified,Dec-2011,Fully Paid,n,,,moving,Loan Application,10xxx,NY,12.78,0.0,Nov-2008,1.0,,,5.0,0.0,3447.0,52.2,6.0,f,0.0,0.0,4552.77774204,4552.78,3600.0,952.78,0.0,0.0,0.0,Dec-2014,128.92,,Dec-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
4747913,5695643,6000.0,6000.0,6000.0, 60 months,19.03,155.75,E,E2,REDACTED,5 years,OWN,31000.0,Verified,Dec-2011,Fully Paid,n,,,debt_consolidation,Loan Application,91xxx,CA,20.13,0.0,Jan-2003,1.0,51.0,,5.0,0.0,7996.0,93.0,14.0,f,0.0,0.0,8933.34585809,8933.35,6000.0,2933.35,0.0,0.0,0.0,Jun-2015,2736.66,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
2441969,6680818,15000.0,15000.0,15000.0, 36 months,15.27,521.97,C,C4,REDACTED,10+ years,RENT,60000.0,Verified,Dec-2011,Charged Off,n,,,debt_consolidation,Loan Application,11xxx,NY,10.72,0.0,Apr-2002,2.0,,,7.0,0.0,12333.0,75.2,18.0,f,0.0,0.0,6379.19,6379.19,3871.69,1853.48,0.0,654.02,6.26,Nov-2012,521.97,,Apr-2013,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,1.0
3112947,3240988,12000.0,12000.0,11975.0, 60 months,18.25,306.36,D,D5,REDACTED,3 years,RENT,43000.0,Verified,Dec-2011,Fully Paid,n,,,credit_card,Loan Application,95xxx,CA,15.24,0.0,Jul-2006,1.0,,,14.0,0.0,7949.0,45.4,14.0,f,0.0,0.0,17492.7703746,17456.37,12000.0,5492.77,0.0,0.0,0.0,Apr-2015,5204.48,,May-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
9485506,4958923,12375.0,12375.0,12375.0, 36 months,7.51,385.0,A,A3,REDACTED,6 years,RENT,42000.0,Not Verified,Dec-2011,Fully Paid,n,,,debt_consolidation,Loan Application,20xxx,MD,28.06,0.0,Mar-2001,2.0,,,13.0,0.0,13538.0,52.1,34.0,f,0.0,0.0,13174.14,13174.14,12375.0,799.14,0.0,0.0,0.0,Dec-2012,8947.42,,Oct-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
6127172,6100140,4000.0,4000.0,4000.0, 36 months,12.69,134.18,B,B5,REDACTED,6 years,RENT,30000.0,Not Verified,Dec-2011,Charged Off,n,,,home_improvement,Loan Application,32xxx,FL,17.6,0.0,Mar-1996,1.0,48.0,,8.0,0.0,1296.0,5.5,20.0,f,0.0,0.0,2152.95,2152.95,1481.95,526.55,0.0,144.45,1.49,Mar-2013,134.18,,Sep-2013,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,1.0
2824353,9814425,13000.0,13000.0,13000.0, 36 months,10.65,423.46,B,B2,REDACTED,10+ years,MORTGAGE,50000.0,Not Verified,Dec-2011,Fully Paid,n,,,debt_consolidation,Loan Application,33xxx,FL,20.11,0.0,Apr-1998,0.0,78.0,,13.0,0.0,13810.0,40.6,15.0,f,0.0,0.0,15240.3572031,15240.36,13000.0,2240.36,0.0,0.0,0.0,Dec-2014,440.06,,Dec-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
8525417,2826367,5000.0,5000.0,5000.0, 36 months,6.62,153.52,A,A2,REDACTED,1 year,MORTGAGE,39396.0,Source Verified,Dec-2011,Fully Paid,n,,,home_improvement,Loan Application,30xxx,GA,8.16,0.0,Nov-2000,1.0,,,6.0,0.0,3305.0,18.5,30.0,f,0.0,0.0,5495.24419009,5495.24,5000.0,495.24,0.0,0.0,0.0,Apr-2014,1362.42,,Apr-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
6203622,4700292,5000.0,5000.0,5000.0, 36 months,15.96,175.69,C,C5,REDACTED,7 years,OWN,98000.0,Source Verified,Dec-2011,Fully Paid,n,,,credit_card,Loan Application,92xxx,CA,19.63,0.0,Feb-2002,1.0,52.0,,11.0,0.0,32705.0,53.3,14.0,f,0.0,0.0,6014.59,6014.59,5000.0,999.6,14.992478098,0.0,0.0,Aug-2013,2842.92,,Oct-2013,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
6412244,1737948,26000.0,26000.0,25975.0, 36 months,11.71,859.98,B,B3,REDACTED,10+ years,RENT,62500.0,Verified,Dec-2011,Fully Paid,n,,,credit_card,Loan Application,74xxx,OK,16.55,0.0,Oct-2000,3.0,,,4.0,0.0,25215.0,94.8,16.0,f,0.0,0.0,30955.5624213,30925.83,26000.0,4955.56,0.0,0.0,0.0,Dec-2014,873.68,,Dec-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
6199927,6173006,15000.0,15000.0,15000.0, 60 months,18.64,386.15,E,E1,REDACTED,8 years,MORTGAGE,95000.0,Verified,Dec-2011,Fully Paid,n,,,credit_card,Loan Application,53xxx,WI,17.97,0.0,Nov-1998,2.0,,,15.0,0.0,30810.0,85.5,24.0,f,0.0,0.0,22595.3427254,22595.34,15000.0,7577.64,17.7,0.0,0.0,Sep-2015,5599.8,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
8456578,3479235,4000.0,4000.0,4000.0, 60 months,19.91,105.78,E,E4,REDACTED,10+ years,RENT,45000.0,Source Verified,Dec-2011,Charged Off,n,,,house,Loan Application,17xxx,PA,15.2,0.0,Mar-1996,3.0,,92.0,5.0,1.0,3722.0,22.4,11.0,f,0.0,0.0,1775.8,1775.8,660.29,924.37,0.0,191.14,1.76,Apr-2013,331.68,,Aug-2013,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,1.0
8927834,4746774,8000.0,8000.0,8000.0, 36 months,7.9,250.33,A,A4,REDACTED,10+ years,RENT,32400.0,Not Verified,Dec-2011,Fully Paid,n,,,debt_consolidation,Loan Application,90xxx,CA,7.56,0.0,Jan-2001,2.0,,,9.0,0.0,6290.0,34.1,15.0,f,0.0,0.0,8976.63844743,8976.64,8000.0,976.64,0.0,0.0,0.0,Jun-2014,1723.57,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
4149746,5294654,1700.0,1700.0,1700.0, 36 months,7.9,53.2,A,A4,REDACTED,,MORTGAGE,37800.0,Not Verified,Dec-2011,Charged Off,n,,,home_improvement,Loan Application,80xxx,CO,27.0,0.0,Jul-1979,0.0,,,9.0,0.0,16333.0,91.2,27.0,f,0.0,0.0,1218.5,1218.5,940.44,174.03,0.0,104.03,1.0402999994,Sep-2013,53.2,,Feb-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,1.0
6291279,5266504,16000.0,16000.0,16000.0, 36 months,9.91,515.6,B,B1,REDACTED,10+ years,RENT,50000.0,Not Verified,Dec-2011,Fully Paid,n,,,debt_consolidation,Loan Application,19xxx,PA,15.1,0.0,Jan-1993,1.0,,,9.0,0.0,13577.0,66.2,26.0,f,0.0,0.0,18558.6717383,18558.67,16000.0,2558.67,0.0,0.0,0.0,Dec-2014,529.31,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
6394637,1339254,20000.0,20000.0,20000.0, 60 months,9.91,424.06,B,B1,REDACTED,10+ years,MORTGAGE,114996.0,Verified,Dec-2011,Fully Paid,n,,,debt_consolidation,Loan Application,11xxx,NY,11.19,0.0,Dec-2000,0.0,,,14.0,0.0,7747.0,15.4,20.0,f,0.0,0.0,23340.52,23340.52,20000.0,3340.52,0.0,0.0,0.0,Dec-2013,13592.37,,Jan-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
3612866,7595194,12000.0,12000.0,12000.0, 36 months,14.65,413.94,C,C3,REDACTED,6 years,RENT,54400.0,Verified,Dec-2011,Charged Off,n,,,debt_consolidation,Loan Application,98xxx,WA,13.81,0.0,Nov-1998,1.0,,,14.0,0.0,13239.0,60.2,33.0,f,0.0,0.0,11043.04,11043.04,8359.5,2683.54,0.0,0.0,0.0,Apr-2014,480.6,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,1.0
4441054,1892785,7000.0,7000.0,7000.0, 36 months,11.71,231.54,B,B3,REDACTED,7 years,MORTGAGE,72800.0,Verified,Dec-2011,Fully Paid,n,,,credit_card,Loan Application,20xxx,MD,24.64,0.0,Jul-2000,0.0,,,12.0,0.0,7299.0,84.1,33.0,f,0.0,0.0,8334.52169539,8334.52,7000.0,1334.52,0.0,0.0,0.0,Jan-2015,233.37,,Jan-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
6681981,6440772,8000.0,8000.0,8000.0, 60 months,20.3,213.29,E,E5,REDACTED,1 year,RENT,42500.0,Source Verified,Dec-2011,Charged Off,n,,,debt_consolidation,Loan Application,30xxx,GA,14.23,0.0,Mar-2004,1.0,,,10.0,0.0,9870.0,95.0,24.0,f,0.0,0.0,8505.34,8505.34,2173.49,3335.6,0.0,2996.25,509.3625,Jun-2014,200.0,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,1.0
1903170,6173457,13000.0,13000.0,13000.0, 60 months,23.52,370.38,G,G3,REDACTED,10+ years,RENT,61000.0,Source Verified,Dec-2011,Current,n,,,debt_consolidation,Loan Application,10xxx,NY,11.65,0.0,Mar-1997,1.0,,,10.0,0.0,18427.0,92.1,14.0,f,3935.92,3935.92,17752.76,17752.76,9064.08,8688.68,0.0,0.0,0.0,Dec-2015,370.38,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,
1409109,5026329,13000.0,13000.0,13000.0, 36 months,16.29,458.91,D,D1,REDACTED,10+ years,RENT,28000.0,Source Verified,Dec-2011,Charged Off,n,,,debt_consolidation,Loan Application,28xxx,NC,12.9,0.0,Oct-2001,1.0,,,4.0,0.0,6901.0,93.3,8.0,f,0.0,0.0,8768.3,8768.3,5318.23,3008.91,0.0,441.16,4.4116000047,Oct-2013,320.84,,Nov-2013,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,1.0
3680274,5270626,20000.0,20000.0,19975.0, 60 months,21.28,544.23,F,F2,REDACTED,2 years,OWN,120000.0,Verified,Dec-2011,Fully Paid,n,,,debt_consolidation,Loan Application,55xxx,MN,16.72,0.0,Nov-1998,2.0,,,12.0,0.0,23789.0,75.5,43.0,f,0.0,0.0,24940.65,24909.47,20000.0,4940.65,0.0,0.0,0.0,Mar-2013,17328.61,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
9099047,1436820,18000.0,18000.0,18000.0, 36 months,13.49,610.75,C,C1,REDACTED,8 years,MORTGAGE,96000.0,Verified,Dec-2011,Fully Paid,n,,,debt_consolidation,Loan Application,06xxx,CT,16.4,0.0,May-1987,0.0,70.0,,16.0,0.0,14828.0,46.6,37.0,f,0.0,0.0,21978.3959067,21978.4,18000.0,3978.4,0.0,0.0,0.0,Dec-2014,636.15,,Dec-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
8696185,5516086,10000.0,10000.0,10000.0, 36 months,16.29,353.01,D,D1,REDACTED,3 years,RENT,83200.0,Source Verified,Dec-2011,Fully Paid,n,,,credit_card,Loan Application,98xxx,WA,17.03,0.0,Jul-2005,1.0,,,8.0,0.0,12603.0,92.0,15.0,f,0.0,0.0,11713.05,11713.05,10000.0,1713.05,0.0,0.0,0.0,May-2013,54.68,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
